Correlation Table - 50 periods
https://www.mataf.net
Sun, 02 Apr 2017 16:34:29 +0000
pair1,pair2,5min,1h,4h,1d
NZDJPY,NZDCHF,19.7,16.6,59.4,92.8
NZDJPY,NZDHKD,5.8,-15.7,8.1,85.4
NZDJPY,NZDJPY,100,100,100,100
NZDJPY,NZDSGD,14,-5.1,46.5,94.6
NZDJPY,NZDUSD,6.8,-14.1,9.1,85.9
NZDJPY,SGDCHF,13.9,26.2,18.1,-59.5
NZDJPY,SGDHKD,-9.5,-30,-61.5,-79.2
NZDJPY,SGDJPY,42.8,68.3,51.7,-2.8
NZDJPY,TRYJPY,30.9,32.2,59.9,-26.3
NZDJPY,USDCAD,12.7,16.1,-27,-80.1
NZDJPY,USDCHF,16.9,27.8,38,3.5
NZDJPY,USDCNH,20.3,47.9,33.7,-61.7
NZDJPY,USDCZK,2.2,47.6,34,20.8
NZDJPY,USDDKK,1.1,22.8,31.2,22.2
NZDJPY,USDHUF,18.4,19.5,17.5,17.2
NZDJPY,USDINR,-5,-25,36.3,91.4
NZDJPY,USDJPY,69.2,61.5,70.2,46.1
NZDJPY,USDMXN,15.8,-44,31.7,93.3
NZDJPY,USDNOK,9.1,7.5,-3.1,-83.2
NZDJPY,USDPLN,-1.4,-23.5,64.6,55.7
NZDJPY,USDSEK,-12.6,17.1,11.6,-9.4
NZDJPY,USDSGD,9.1,25.9,61.9,76.3
NZDJPY,USDTRY,20.4,45.2,2.1,48.1
NZDJPY,USDZAR,-4.3,24,-9.6,59
NZDJPY,ZARJPY,17.9,-15.6,21.3,-39.7
NZDJPY,CHFHKD,-16.8,-29.6,-40.1,-9.8
NZDJPY,EURAUD,-7,-35,-50,-12.5
NZDJPY,EURCHF,20.8,-7.9,10.6,-49.1
NZDJPY,EURCZK,-27.7,66.8,24.1,-21.3
NZDJPY,EURDKK,-10.9,-1.9,-54.2,-21.8
NZDJPY,EURHKD,-4.1,-23.2,-35,-27.8
NZDJPY,EURJPY,21.4,58.1,24,32.6
NZDJPY,USDHKD,-7.4,-37.3,-16.9,-92.3
NZDJPY,USDTHB,4.7,39.3,60.8,63
NZDJPY,USDSAR,-4.8,-43,-32.4,66.2
NZDSGD,AUDCAD,-60.3,22.8,14.2,-86.8
NZDSGD,AUDJPY,-49.6,-58.1,-9.9,22.5
NZDSGD,AUDNZD,-63.2,-84.7,-51.5,-94.2
NZDSGD,AUDSGD,28.4,39.7,30.4,59.7
NZDSGD,CADCHF,68.2,-33,-37,77
NZDSGD,CADHKD,-6.4,29.3,-12.9,89.1
NZDSGD,CADJPY,-17.8,-65.6,-19.5,80.2
NZDSGD,CADSGD,60.4,-7.5,24.7,94.7
NZDSGD,CHFJPY,-66.9,-57.4,47.2,41.4
NZDSGD,CHFZAR,-31.2,-52.1,-79.9,60.8
NZDSGD,EURCAD,-74.7,48.8,40.6,-77.8
NZDSGD,EURGBP,-49.2,45.8,39.1,-69.7
NZDSGD,EURHUF,-68.6,65,-3.2,-23.1
NZDSGD,EURNOK,-52.6,-46,-29.8,-82.9
NZDSGD,EURNZD,-77.6,-7.2,12.6,-92.6
NZDSGD,EURPLN,-23.9,33.1,87.8,54.4
NZDSGD,EURSEK,-1,43.9,-79.6,-69.1
NZDSGD,EURSGD,-40.5,67.9,65.1,46.5
NZDSGD,EURTRY,-65.7,49.8,-5.1,30.4
NZDSGD,EURUSD,-67.3,68.1,48.4,-7.1
NZDSGD,EURZAR,-40,-47.9,-79.2,53.3
NZDSGD,GBPAUD,15.8,-30.8,4.7,56.7
NZDSGD,GBPCAD,-10.7,-30.8,15,-46.2
NZDSGD,GBPCHF,32.9,-35.3,-36.4,64.4
NZDSGD,GBPHKD,-24.5,-10.2,10,59.3
NZDSGD,AUDCHF,52.8,-30.7,-29.7,-11.3
NZDSGD,GBPJPY,-31.5,-57.9,-7.1,78.8
NZDSGD,AUDHKD,-41.9,56.4,3.6,-2.6
NZDSGD,GBPNZD,-40.1,-62.2,-42.7,-86
NZDSGD,GBPPLN,43.2,-33.1,43.3,82.8
NZDSGD,GBPSGD,54.6,-25,35.5,87
NZDSGD,GBPUSD,-21.8,-10.3,14.2,62.5
NZDSGD,GBPZAR,-16.8,-51.2,-78.9,72.4
NZDSGD,HKDJPY,-12.4,-76.8,-17.4,21.8
NZDSGD,AUDUSD,-42.6,56,9.8,3.5
NZDSGD,NZDCAD,29.8,76.2,66.2,82
NZDSGD,NZDCHF,63.5,69.7,-2.9,94.2
NZDSGD,NZDHKD,13.3,94.2,77.7,95.9
NZDSGD,NZDJPY,14,-5.1,46.5,94.6
NZDSGD,NZDSGD,100,100,100,100
NZDSGD,NZDUSD,16.5,94.1,79.9,96.2
NZDSGD,SGDCHF,1.7,-55.4,-62.8,-71.2
NZDSGD,SGDHKD,-83.1,55.4,-49.8,-69.2
NZDSGD,SGDJPY,-82.6,-76.3,-51.7,-35
NZDSGD,TRYJPY,-32.1,-70.9,50.5,-31.6
NZDSGD,USDCAD,5.6,-29.9,5.2,-89.9
NZDSGD,USDCHF,56.8,-58.8,-43.6,-18.1
NZDSGD,USDCNH,39.7,-59.4,-40.5,-74.9
NZDSGD,USDCZK,65.5,-64.9,-51.6,5.4
NZDSGD,USDDKK,67.3,-66.9,-50.4,6.8
NZDSGD,USDHUF,53.4,-52.3,-53.4,-4.3
NZDSGD,USDINR,43.1,-7.2,83.4,84.4
NZDSGD,USDJPY,-14.6,-77.2,-21.5,17.8
NZDSGD,USDMXN,-68,-0.9,65.6,89.5
NZDSGD,USDNOK,68.4,-75,-78.8,-91.8
NZDSGD,USDPLN,62.8,-47.9,38,36.4
NZDSGD,USDSEK,68.2,-59.6,-67.3,-25.1
NZDSGD,USDSGD,83,-55,42.5,66
NZDSGD,USDTRY,29.2,-18.5,-62.3,37.2
NZDSGD,USDZAR,-13,-53.8,-79.7,56.3
NZDSGD,ZARJPY,8.4,45.7,80.8,-51
NZDSGD,CHFHKD,-55.8,58.8,41.3,11.8
NZDSGD,EURAUD,-77,59.9,34.8,-7.7
NZDSGD,EURCHF,-67.2,66.7,34.3,-56.5
NZDSGD,EURCZK,-15.1,-40.3,-44.1,-18
NZDSGD,EURDKK,56.2,66.3,-40.2,-5
NZDSGD,EURHKD,-66.5,68.3,46.8,-12.2
NZDSGD,EURJPY,-72.1,-10.1,53.2,14.4
NZDSGD,USDHKD,-24.5,-0.5,-75.9,-90.9
NZDSGD,USDTHB,60.1,25,69.8,42.4
NZDSGD,USDSAR,57.3,-7,-56.9,69.3
NZDUSD,AUDCAD,-22.7,37.7,8.4,-79.6
NZDUSD,AUDJPY,-14.4,-57.4,-42.1,8.5
NZDUSD,AUDNZD,-19.3,-74.9,-69.7,-91.8
NZDUSD,AUDSGD,-5.9,46.1,-6.9,54.6
NZDUSD,CADCHF,18,-51,-60,68.8
NZDUSD,CADHKD,43,28.1,-11.1,92.1
NZDUSD,CADJPY,-0.9,-75.7,-54,66
NZDUSD,CADSGD,7.9,-23.9,-17.3,86.8
NZDUSD,CHFJPY,-15,-49.7,42,25.9
NZDUSD,CHFZAR,16.8,-71.1,-62.6,56.3
NZDUSD,EURCAD,-4.7,62.9,59.8,-70.3
NZDUSD,EURGBP,6.5,63,47.4,-68.7
NZDUSD,EURHUF,7.9,73.5,17.9,-33.4
NZDUSD,EURNOK,12.6,-36.3,1.5,-76.3
NZDUSD,EURNZD,-6.6,12.7,32.2,-89.2
NZDUSD,EURPLN,24.3,30.7,61.6,38
NZDUSD,EURSEK,17.3,42.4,-50.1,-67.2
NZDUSD,EURSGD,1,78.2,69,44.3
NZDUSD,EURTRY,23.9,60.4,11.3,24.2
NZDUSD,EURUSD,19.6,83.6,72.4,8.5
NZDUSD,EURZAR,17.1,-67.1,-62.3,49.1
NZDUSD,GBPAUD,-4.2,-49.5,22,57.6
NZDUSD,GBPCAD,-14.6,-48.3,35,-34.2
NZDUSD,GBPCHF,-1.9,-55.1,-49.5,64.2
NZDUSD,GBPHKD,29.5,-25.7,33.6,71.5
NZDUSD,AUDCHF,6.4,-43.2,-53.7,-12.6
NZDUSD,GBPJPY,-22.6,-73.6,-27.5,67.5
NZDUSD,AUDHKD,27.2,74.7,-0.4,13
NZDUSD,GBPNZD,-27.3,-76.2,-33.9,-81.4
NZDUSD,GBPPLN,-1.1,-51.2,11.7,73.1
NZDUSD,GBPSGD,-12,-45.4,28.8,84.7
NZDUSD,GBPUSD,28.2,-25.9,37,74.1
NZDUSD,GBPZAR,16.4,-71.5,-65.7,68.5
NZDUSD,HKDJPY,-63,-85.9,-61.9,-1.7
NZDUSD,AUDUSD,28.4,74.5,4.8,18.7
NZDUSD,NZDCAD,5.3,82.8,81.5,86.6
NZDUSD,NZDCHF,17.1,49.8,-28.3,91
NZDUSD,NZDHKD,99.2,99.9,99.8,100
NZDUSD,NZDJPY,6.8,-14.1,9.1,85.9
NZDUSD,NZDSGD,16.5,94.1,79.9,96.2
NZDUSD,NZDUSD,100,100,100,100
NZDUSD,SGDCHF,8.8,-70.5,-70.4,-67.8
NZDUSD,SGDHKD,40.7,80,12.2,-46.8
NZDUSD,SGDJPY,-10.8,-78.1,-68.8,-48.3
NZDUSD,TRYJPY,-47.9,-78,24.2,-30.2
NZDUSD,USDCAD,-44.9,-29,4.7,-92.6
NZDUSD,USDCHF,-20.5,-79.4,-72.3,-34.7
NZDUSD,USDCNH,-7.7,-62.4,-76.6,-85.6
NZDUSD,USDCZK,-20.4,-76,-73,-9.7
NZDUSD,USDDKK,-19.7,-83.1,-72.8,-8.6
NZDUSD,USDHUF,-24.8,-70.5,-71.1,-24.2
NZDUSD,USDINR,4.4,14.8,47,70.9
NZDUSD,USDJPY,-63.7,-86.6,-64.5,-5.7
NZDUSD,USDMXN,-0.2,-6.4,34.7,78
NZDUSD,USDNOK,-21.3,-85.9,-87.4,-94.7
NZDUSD,USDPLN,-13.6,-65,-14,16.3
NZDUSD,USDSEK,-13.4,-75.8,-77.6,-36.6
NZDUSD,USDSGD,-41.2,-80,-20.4,42.9
NZDUSD,USDTRY,1.7,-23.7,-73.5,23.1
NZDUSD,USDZAR,10.8,-73.3,-70,45.9
NZDUSD,ZARJPY,-23.2,66,63.3,-51.7
NZDUSD,CHFHKD,20,79.2,71.5,29
NZDUSD,EURAUD,6.6,68.7,56,-5.7
NZDUSD,EURCHF,12.3,70.7,22.2,-53.8
NZDUSD,EURCZK,-8.7,-41.9,-46.5,-13.2
NZDUSD,EURDKK,-15.1,67,2.1,8.1
NZDUSD,EURHKD,19.2,83.7,72,3.6
NZDUSD,EURJPY,-5.3,-0.4,44.1,1.8
NZDUSD,USDHKD,2.6,-5.4,-64.2,-84.3
NZDUSD,USDTHB,15.5,26.7,21.5,20.7
NZDUSD,USDSAR,-29.1,-10.7,-46,59.9
SGDHKD,AUDCAD,43.9,50.2,-12.1,70.1
SGDHKD,AUDJPY,42.1,-42,-41.7,-51.2
SGDHKD,AUDNZD,52.5,-36,-13.2,62
SGDHKD,AUDSGD,-23.5,42.3,-57.6,-49
SGDHKD,CADCHF,-53.6,-66.5,-20.6,-67.6
SGDHKD,CADHKD,35.3,20.6,10.6,-44.7
SGDHKD,CADJPY,20.8,-71.6,-42.1,-85.4
SGDHKD,CADSGD,-46.7,-43.3,-61.7,-76.9
SGDHKD,CHFJPY,57.4,-24,-22,-65.6
SGDHKD,CHFZAR,39.8,-84.5,42.9,-46.7
SGDHKD,EURCAD,67.8,67.2,14.4,66.1
SGDHKD,EURGBP,54.1,71.8,-0.2,43
SGDHKD,EURHUF,70.7,67.4,29.4,-13.5
SGDHKD,EURNOK,59.1,-4.8,47.4,67.5
SGDHKD,EURNZD,71.5,42.4,20,64
SGDHKD,EURPLN,36.5,19.8,-57.9,-76.8
SGDHKD,EURSEK,14.6,33.5,60.9,45.8
SGDHKD,EURSGD,43.1,71.8,-12.3,-32.5
SGDHKD,EURTRY,77.2,58.7,21.3,-33.6
SGDHKD,EURUSD,76.9,84.9,20.3,45.7
SGDHKD,EURZAR,48.2,-82.4,42.1,-41.4
SGDHKD,GBPAUD,-22.7,-64.5,22.3,-29.6
SGDHKD,GBPCAD,-3.7,-61.8,23,60.7
SGDHKD,GBPCHF,-37,-71.2,-7.1,-37.8
SGDHKD,GBPHKD,35.5,-41.2,31.8,-1.9
SGDHKD,AUDCHF,-45.8,-54.8,-24.2,2.5
SGDHKD,GBPJPY,12.6,-78.1,-26.6,-76
SGDHKD,AUDHKD,59.3,84.2,-3.3,42.4
SGDHKD,GBPNZD,17.9,-75.3,21.3,63.7
SGDHKD,GBPPLN,-45.3,-64.1,-52.6,-74.9
SGDHKD,GBPSGD,-60.7,-64.3,-17.4,-56.6
SGDHKD,GBPUSD,32,-41.8,29.4,-5.3
SGDHKD,GBPZAR,23.8,-86.3,37.4,-52
SGDHKD,HKDJPY,-25.2,-78.6,-58.9,-75.6
SGDHKD,AUDUSD,60.4,83.7,-6.4,37.6
SGDHKD,NZDCAD,-29.9,67.9,5.1,-36.4
SGDHKD,NZDCHF,-53.7,-1.3,-30.5,-64.6
SGDHKD,NZDHKD,44,80.1,16,-45.8
SGDHKD,NZDJPY,-9.5,-30,-61.5,-79.2
SGDHKD,NZDSGD,-83.1,55.4,-49.8,-69.2
SGDHKD,NZDUSD,40.7,80,12.2,-46.8
SGDHKD,SGDCHF,-2.6,-77,6.4,50.3
SGDHKD,SGDHKD,100,100,100,100
SGDHKD,SGDJPY,69.6,-60.5,-11.8,-15.6
SGDHKD,TRYJPY,4.2,-67.2,-48.5,21.1
SGDHKD,USDCAD,-35.5,-21.1,-7,46.1
SGDHKD,USDCHF,-68.5,-92.4,-28.2,-34
SGDHKD,USDCNH,-45.3,-49.6,-42.1,16.3
SGDHKD,USDCZK,-75.8,-72.9,-16.2,-43.3
SGDHKD,USDDKK,-77.1,-85.9,-17.5,-45.1
SGDHKD,USDHUF,-67,-79,-10.7,-50.3
SGDHKD,USDINR,-36.8,50.9,-72.1,-86.1
SGDHKD,USDJPY,-23,-79.1,-55.7,-73.4
SGDHKD,USDMXN,63.8,-11,-60.3,-83.6
SGDHKD,USDNOK,-78.7,-77.4,6.6,47.3
SGDHKD,USDPLN,-69.2,-73.1,-80.2,-75.6
SGDHKD,USDSEK,-72.9,-79.2,3.2,-16.1
SGDHKD,USDSGD,-99.8,-99.5,-99.4,-99.9
SGDHKD,USDTRY,-28.5,-28.7,-1.9,-58.4
SGDHKD,USDZAR,18,-86.9,32.6,-59.9
SGDHKD,ZARJPY,-21,83,-43.9,27.1
SGDHKD,CHFHKD,67.4,92.3,31,39.1
SGDHKD,EURAUD,76.2,63.1,18.9,10.5
SGDHKD,EURCHF,70.7,53.9,-26.4,40.1
SGDHKD,EURCZK,5.7,-33.6,6.9,24.9
SGDHKD,EURDKK,-64.5,44.7,68.7,39.3
SGDHKD,EURHKD,76.1,85.1,22.5,49.4
SGDHKD,EURJPY,66.9,12.5,-28.8,-42.2
SGDHKD,USDHKD,30.7,-2,37.7,72.6
SGDHKD,USDTHB,-51.1,20.1,-84.9,-83.3
SGDHKD,USDSAR,-71.3,-9.5,28.5,-65.6
SGDJPY,AUDCAD,64,-9.7,24.9,24
SGDJPY,AUDJPY,64.1,91.9,84.5,60.1
SGDJPY,AUDNZD,49.4,75.7,84.4,34.6
SGDJPY,AUDSGD,-27.5,-12.5,48,-17.2
SGDJPY,CADCHF,-54.3,34.4,74.1,-3
SGDJPY,CADHKD,-7.1,-33.6,35.5,-46.7
SGDJPY,CADJPY,33.8,84.5,85.2,19.4
SGDJPY,CADSGD,-62.2,6.7,36.3,-26.6
SGDJPY,CHFJPY,66.8,84.7,-23.8,42.5
SGDJPY,CHFZAR,24.4,53.7,58.6,-23.9
SGDJPY,EURCAD,67.7,-45,-73.4,10.1
SGDJPY,EURGBP,40.9,-44.7,-48.4,37.9
SGDJPY,EURHUF,69.2,-61,-43.7,43.1
SGDJPY,EURNOK,45.1,7.1,-35.7,10.6
SGDJPY,EURNZD,62.6,-9.6,-63.5,25.4
SGDJPY,EURPLN,11.4,-70.8,-56.7,32.3
SGDJPY,EURSEK,-25.4,-47.7,29.6,32.6
SGDJPY,EURSGD,30.6,-62.8,-77,-32.9
SGDJPY,EURTRY,58.8,-33.8,-29.7,4.9
SGDJPY,EURUSD,54.1,-65,-79.7,-43.7
SGDJPY,EURZAR,34.6,50.7,58.2,-19.3
SGDJPY,GBPAUD,-13.1,25.5,-51.6,-46.3
SGDJPY,GBPCAD,15.1,33.7,-55.3,-32.1
SGDJPY,GBPCHF,-20,37.7,50.3,-34.1
SGDJPY,GBPHKD,15.7,10.7,-43,-73.1
SGDJPY,AUDCHF,-20.5,61,80.2,25.8
SGDJPY,GBPJPY,52.9,71.9,43.4,4.5
SGDJPY,AUDHKD,31.9,-43.2,50.8,-32.2
SGDJPY,GBPNZD,29.7,53.7,2.5,7.6
SGDJPY,GBPPLN,-37.8,18.2,-6.4,-11
SGDJPY,GBPSGD,-49.9,26.9,-38.7,-51.7
SGDJPY,GBPUSD,14.2,11.8,-46,-72.3
SGDJPY,GBPZAR,15.6,53.1,62.2,-31.3
SGDJPY,HKDJPY,52,96.8,87.2,76.5
SGDJPY,AUDUSD,32.9,-41.3,46.9,-33.1
SGDJPY,NZDCAD,-9.6,-58.8,-72.1,-40.6
SGDJPY,NZDCHF,-40.1,-38.5,60.9,-22.6
SGDJPY,NZDHKD,-9.4,-79.2,-67.4,-49.1
SGDJPY,NZDJPY,42.8,68.3,51.7,-2.8
SGDJPY,NZDSGD,-82.6,-76.3,-51.7,-35
SGDJPY,NZDUSD,-10.8,-78.1,-68.8,-48.3
SGDJPY,SGDCHF,14.4,59.2,78.7,47.1
SGDJPY,SGDHKD,69.6,-60.5,-11.8,-15.6
SGDJPY,SGDJPY,100,100,100,100
SGDJPY,TRYJPY,45.7,72.8,9.5,20.9
SGDJPY,USDCAD,7.7,32.5,-31.1,46
SGDJPY,USDCHF,-35.7,62.3,79.6,65.4
SGDJPY,USDCNH,-18.6,73.5,72,52.7
SGDJPY,USDCZK,-53.1,78.9,83.3,43.1
SGDJPY,USDDKK,-55.7,64.8,79.6,43
SGDJPY,USDHUF,-33.3,51.9,69.3,62.6
SGDJPY,USDINR,-41.7,-11.5,-45.4,3.7
SGDJPY,USDJPY,53.7,96.5,88.9,78.4
SGDJPY,USDMXN,68.4,-27.4,-33.1,-6.3
SGDJPY,CHFHKD,34.8,-63.5,-79.4,-64.5
SGDJPY,USDNOK,-53.8,60.2,73.7,42.4
SGDJPY,USDPLN,-52.9,21.1,26.5,48.4
SGDJPY,USDSEK,-64.7,55.5,76.9,49.5
SGDJPY,USDSGD,-70.2,57.4,19.3,17.2
SGDJPY,USDTRY,-12.8,42.9,62.2,25.1
SGDJPY,USDZAR,13.5,55.7,67.9,-2.2
SGDJPY,ZARJPY,-1,-44.4,-57.6,41.8
SGDJPY,EURAUD,64.1,-67,-82.1,-12
SGDJPY,EURCHF,71.2,-54.4,-23.2,32.2
SGDJPY,EURCZK,9,72.6,65.8,-5.8
SGDJPY,EURDKK,-52.8,-49.5,-14,-47.8
SGDJPY,EURHKD,53.2,-66.1,-79.7,-42.5
SGDJPY,EURJPY,73.5,43.6,-28.9,50.2
SGDJPY,USDHKD,11.1,-24.8,57.8,13.5
SGDJPY,USDTHB,-46.9,6.1,-8.4,51.6
SGDJPY,USDSAR,-51.1,-22.4,24.2,-21.7
TRYJPY,AUDCAD,57.2,-54.5,-16.4,54.9
TRYJPY,AUDJPY,51.1,56.4,19.3,49.6
TRYJPY,AUDNZD,39.9,56.1,-18.7,54.5
TRYJPY,AUDSGD,15.3,-35.3,22.8,41.8
TRYJPY,CADCHF,-45.8,73.5,3.7,14.3
TRYJPY,CADHKD,-18.8,12.1,14.7,-15.2
TRYJPY,CADJPY,22.5,87,31.7,-11.1
TRYJPY,CADSGD,-20.9,53,45.6,-20.5
TRYJPY,CHFJPY,52.2,37.5,41.3,-42.4
TRYJPY,CHFZAR,22.2,54.2,-46.5,-67.2
TRYJPY,EURCAD,52.6,-81.6,-8.7,-17.5
TRYJPY,EURGBP,36.8,-77.5,-21.4,-7.4
TRYJPY,EURHUF,39.7,-88.1,-33,-51.3
TRYJPY,EURNOK,37.5,38.4,-47.7,-8.3
TRYJPY,EURNZD,46.7,-48,-21.9,5.6
TRYJPY,EURPLN,-13.4,-41.8,52.9,-23
TRYJPY,EURSEK,-5.1,-31.1,-69.2,25.8
TRYJPY,EURSGD,43.9,-86.4,11.4,-69.7
TRYJPY,EURTRY,3.1,-85.7,-69.3,-93.3
TRYJPY,EURUSD,33.5,-85.6,-3.9,-48.7
TRYJPY,EURZAR,28.4,49.2,-48.8,-72.6
TRYJPY,GBPAUD,-19.3,61.4,16.6,-71.6
TRYJPY,GBPCAD,5.8,53,12.8,-21.6
TRYJPY,GBPCHF,-23.8,70.6,17,-0.7
TRYJPY,GBPHKD,-16,50.8,22.5,-32.4
TRYJPY,AUDCHF,-15.7,63.4,-3,84.7
TRYJPY,GBPJPY,28.9,83.3,54.5,-31.3
TRYJPY,AUDHKD,16,-60.8,-4.7,63.2
TRYJPY,GBPNZD,11.1,80.1,7.3,15
TRYJPY,GBPPLN,-39.4,61.6,68.1,-6.8
TRYJPY,GBPSGD,-17.3,62.6,47.8,-38.4
TRYJPY,GBPUSD,-16.9,51.5,24.5,-32.7
TRYJPY,GBPZAR,11.8,60.8,-38.7,-58.1
TRYJPY,HKDJPY,56.7,77.7,31.7,-0.1
TRYJPY,AUDUSD,15.6,-60.4,-1.7,62
TRYJPY,NZDCAD,-4.8,-84.8,8.1,-41.9
TRYJPY,NZDCHF,-37.4,-15.4,13.2,-11.8
TRYJPY,NZDHKD,-44.9,-78,22.1,-30.4
TRYJPY,NZDJPY,30.9,32.2,59.9,-26.3
TRYJPY,NZDSGD,-32.1,-70.9,50.5,-31.6
TRYJPY,NZDUSD,-47.9,-78,24.2,-30.2
TRYJPY,SGDCHF,-22.7,78.7,-20.1,59.4
TRYJPY,SGDHKD,4.2,-67.2,-48.5,21.1
TRYJPY,SGDJPY,45.7,72.8,9.5,20.9
TRYJPY,CHFHKD,19.5,-78.3,1.3,-43.9
TRYJPY,TRYJPY,100,100,100,100
TRYJPY,USDCAD,20.9,-12.2,-19.8,15.3
TRYJPY,USDCHF,-19.5,78.4,-3,45.1
TRYJPY,USDCNH,6.5,32.9,-4.4,30.9
TRYJPY,USDCZK,-33.1,79.7,4.8,48.4
TRYJPY,USDDKK,-33.5,84.5,1.3,48.4
TRYJPY,USDHUF,-22.9,60.5,-8.3,23.4
TRYJPY,USDINR,-47.4,-20.1,51,-35.3
TRYJPY,USDJPY,59.2,78.2,28.9,0.8
TRYJPY,USDMXN,33.4,-18.6,12.8,-43.3
TRYJPY,USDNOK,-28.1,88.5,-26.6,23.2
TRYJPY,USDPLN,-37.5,60.3,57.9,19.8
TRYJPY,USDSEK,-36.3,80.6,-19.5,50.5
TRYJPY,USDSGD,-2.8,66.8,45.7,-21
TRYJPY,USDTRY,-71.2,-23.4,-64.8,-83.6
TRYJPY,USDZAR,17.3,58,-41.8,-53.7
TRYJPY,ZARJPY,-5.2,-50.2,49.7,57.1
TRYJPY,EURAUD,44.8,-83.5,-2.5,-80.3
TRYJPY,EURCHF,50.6,-77.5,-27.8,-24.5
TRYJPY,EURCZK,-12.2,46.4,6.9,-4.4
TRYJPY,EURDKK,-29,-79.2,-71,-49.3
TRYJPY,EURHKD,33.4,-85.9,-5.5,-47.2
TRYJPY,EURJPY,55,-15.4,25.5,-47.1
TRYJPY,USDHKD,20.9,1.3,-39.1,19.3
TRYJPY,USDTHB,-51.9,-45.9,46,-21.9
TRYJPY,USDSAR,-17.1,7.4,-23.9,-31.5
USDCAD,AUDCAD,20.7,63.4,33.7,79
USDCAD,AUDJPY,-44,35.2,-36.9,-19.7
USDCAD,AUDNZD,-55.1,38.6,-33.3,79.6
USDCAD,AUDSGD,-61.6,8.9,-32.4,-66.2
USDCAD,CADCHF,-16.1,-53,-71.1,-78.7
USDCAD,CADHKD,-99.9,-99.8,-99.6,-100
USDCAD,CADJPY,-72.1,-16.1,-61.9,-72.5
USDCAD,CADSGD,-66.1,-78.8,-73.9,-92.2
USDCAD,CHFJPY,-38.6,45.2,54.2,-24
USDCAD,CHFZAR,-17.5,27.3,-8.9,-50.3
USDCAD,EURCAD,-0.5,44.7,74.3,78.3
USDCAD,EURGBP,-62,28.7,57.6,72.6
USDCAD,EURHUF,-38.5,21.3,25.3,39.8
USDCAD,EURNOK,-37.4,-24.4,65,74.5
USDCAD,EURNZD,-37.4,49.7,73.8,83.9
USDCAD,EURPLN,-20.8,-16,21.6,-35.3
USDCAD,EURSEK,-58.6,-43.9,-6.5,73.7
USDCAD,EURSGD,-51.3,13.5,59,-40.4
USDCAD,EURTRY,-52.2,37.4,63.4,-12.4
USDCAD,EURUSD,-51.7,4.3,55.8,-5.2
USDCAD,EURZAR,-18.8,29.5,-6.8,-43
USDCAD,GBPAUD,75.6,-33.2,18.1,-50.6
USDCAD,GBPCAD,86.4,1.5,45.1,43.3
USDCAD,GBPCHF,71.6,-29.7,-55.9,-69.4
USDCAD,GBPHKD,36.3,-50.7,-3.9,-72.9
USDCAD,AUDCHF,0.5,-0.2,-54.7,-0.3
USDCAD,GBPJPY,66.5,-9.3,-25.8,-69.9
USDCAD,AUDHKD,-79.1,-7.1,-44.3,-25.7
USDCAD,GBPNZD,62.6,-16.4,-4.5,69.9
USDCAD,GBPPLN,57,-34.6,-34.3,-74.7
USDCAD,GBPSGD,63.1,-36.4,-0.7,-85.5
USDCAD,GBPUSD,40.6,-50.7,-1.3,-75.3
USDCAD,GBPZAR,14.3,16.1,-18.4,-65
USDCAD,HKDJPY,52.8,31.9,-21.9,0.6
USDCAD,AUDUSD,-78.5,-5.8,-41.3,-31.2
USDCAD,NZDCAD,84.7,29.5,61.5,-61.3
USDCAD,NZDCHF,47.8,-41.1,-65.2,-84.9
USDCAD,NZDHKD,-54.2,-29.9,1,-92.6
USDCAD,NZDJPY,12.7,16.1,-27,-80.1
USDCAD,NZDSGD,5.6,-29.9,5.2,-89.9
USDCAD,NZDUSD,-44.9,-29,4.7,-92.6
USDCAD,SGDCHF,57.7,-6.9,-54,63.9
USDCAD,SGDHKD,-35.5,-21.1,-7,46.1
USDCAD,SGDJPY,7.7,32.5,-31.1,46
USDCAD,CHFHKD,-65.8,-5.4,48.9,-25.4
USDCAD,TRYJPY,20.9,-12.2,-19.8,15.3
USDCAD,USDCAD,100,100,100,100
USDCAD,USDCHF,64.5,4.4,-49.5,31
USDCAD,USDCNH,67.3,55.1,-16.1,81.1
USDCAD,USDCZK,52.8,-0.6,-55,6.1
USDCAD,USDDKK,52.9,-2.7,-55.4,5.3
USDCAD,USDHUF,52.8,12.3,-50.4,24.1
USDCAD,USDINR,-24.3,6.2,30.7,-62.1
USDCAD,USDJPY,47,31.4,-24.1,4.4
USDCAD,USDMXN,-9.7,-6.7,42.1,-70.9
USDCAD,USDNOK,54,-11.5,-25.5,90.4
USDCAD,USDPLN,47.7,-14.6,-36.9,-16.9
USDCAD,USDSEK,31,-14.5,-49.1,37
USDCAD,USDSGD,30.7,18.8,1.6,-42.5
USDCAD,USDTRY,16.6,67.3,0.8,-11.3
USDCAD,USDZAR,5.5,25,-17.9,-41
USDCAD,ZARJPY,4.7,-22.8,14.4,45.9
USDCAD,EURAUD,-12.9,11.2,60.7,16.7
USDCAD,EURCHF,-17.7,17.6,40.7,53.5
USDCAD,EURCZK,36,4.7,-30.2,8.3
USDCAD,EURDKK,56.8,28.9,20.1,-7.1
USDCAD,EURHKD,-53.1,3.7,55.5,-0.6
USDCAD,EURJPY,-32.5,53.6,61.6,-0.1
USDCAD,USDHKD,-78.6,-20.2,-46.3,80.1
